"hesap";"ham_meta_adi";"meta_reklam_id";"reklam_seti_ham_adi";"kampanya_ham_adi";"durum";"yaratici_ham_adi";"cta";"destination";"yaratici_metin_ve_baslik";"yaratici_dil_sinyali";"yaratici_kimlik_kalitesi";"yaratici_ailesi";"kunye_kaniti";"insan_notu"
"Doruk Hospital";"TV 1 - Kopya";"120241183408110080";"FTR - genel - lead - cold - Kırgızistan,Tacikistan- kombine2 - iOS hedefli - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"PAUSED";"Через 29 лет — она снова пошла с медицинской группой Doruk

Бывший депутат парламента Беннур Карабу 2026-04-09-a892d575556602d08ab6a651032e3aad";"APPLY_NOW";"bilinmiyor";"Через 29 лет — она снова пошла с медицинской группой Doruk Бывший депутат парламента Беннур Карабурун провела 29 лет в инвалидной коляске после того, как в молодом возрасте попала в автомобильную аварию. Но она никогда не теряла свою мечту — снова встать и пойти. Эта мечта стала реальностью в медицинской группе Doruk, благодаря научному подходу, профессиональной команде и индивидуально спланированной программе лечения. С помощью метода эпидуральной стимуляции, при котором электрические импульсы…";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"VİDEO B-RU - Kopya";"120241183408090080";"FTR - genel - lead - cold - Kırgızistan,Tacikistan- kombine2 - iOS hedefli - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"Заполните форму! 2026-04-09-3f48af726217fa692b6c4e3c9afac8f7";"APPLY_NOW";"bilinmiyor";"Заполните форму для онлайн-консультации! 📍 Турция 🇹🇷 Начните путь к восстановлению. В клинике Doruk наша команда лечит инсульты, паралич, травмы спинного мозга и рассеянный склероз с помощью роботизированной терапии ходьбы и термальных вод. Каждая программа подбирается индивидуально после всесторонней неврологической и ортопедической оценки. | Заполните форму! | Заполните форму! 2026-04-09-3f48af726217fa692b6c4e3c9afac8f7";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"1RI6KOCYH-RU - Kopya";"120241183407990080";"FTR - genel - lead - cold - Kırgızistan,Tacikistan- kombine2 - iOS hedefli - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"{{product.name}} 2026-04-09-88edd420c5a6d683e08885b4dd354091";"bilinmiyor";"bilinmiyor";"{{product.name}} 2026-04-09-88edd420c5a6d683e08885b4dd354091";"TR_veya_LATIN";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"FTR temsilci lead 1 - Kopya";"120241183407980080";"FTR - genel - lead - cold - Kırgızistan,Tacikistan- kombine2 - iOS hedefli - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"🚶‍♂️ Каждый шаг — это надежда, опирающаяся на предыдущий.

На начальном этапе наш пациент мог перед 2026-04-09-416021309c451778590a5d059e803646";"APPLY_NOW";"bilinmiyor";"🚶‍♂️ Каждый шаг — это надежда, опирающаяся на предыдущий. На начальном этапе наш пациент мог передвигаться только с помощью ходьбы в роботизированной системе. Сегодня он уже делает шаги с минимальной физической поддержкой. Этот прогресс — наглядное доказательство того, как эффективна реабилитация с использованием передовых технологий, когда она проводится в надежных руках. В больнице Doruk Nilüfer, с помощью современных методов и оборудования мы помогаем пациентам уверенно возвращаться к движе…";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"2RI3KYH-RU - Kopya";"120241183408070080";"FTR - genel - lead - cold - Kırgızistan,Tacikistan- kombine2 - iOS hedefli - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"Заполните форму! 2026-04-09-7fe7b4ec67c3f493ef650be5d97a4763";"APPLY_NOW";"bilinmiyor";"Заполните форму для онлайн-консультации! 📍 Турция 🇹🇷 Начните путь к восстановлению. В клинике Doruk наша команда лечит инсульты, паралич, травмы спинного мозга и рассеянный склероз с помощью роботизированной терапии ходьбы и термальных вод. Каждая программа подбирается индивидуально после всесторонней неврологической и ортопедической оценки. | Заполните форму! | Заполните форму! 2026-04-09-7fe7b4ec67c3f493ef650be5d97a4763";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"TV  3 - Kopya";"120241183407970080";"FTR - genel - lead - cold - Kırgızistan,Tacikistan- kombine2 - iOS hedefli - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"PAUSED";"Через 29 лет — она снова пошла с медицинской группой Doruk

Бывший депутат парламента Беннур Карабу 2026-04-09-ec346c66d747118fb9102d059829b57e";"APPLY_NOW";"bilinmiyor";"Через 29 лет — она снова пошла с медицинской группой Doruk Бывший депутат парламента Беннур Карабурун провела 29 лет в инвалидной коляске после того, как в молодом возрасте попала в автомобильную аварию. Но она никогда не теряла свою мечту — снова встать и пойти. Эта мечта стала реальностью в медицинской группе Doruk, благодаря научному подходу, профессиональной команде и индивидуально спланированной программе лечения. С помощью метода эпидуральной стимуляции, при котором электрические импульсы…";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"TV 2 - Kopya";"120241183620770080";"FTR - genel - lead - cold - Kırgızistan,Tacikistan,Belarus,Gürcistan - kombine2 - Android hedefli - Kopya - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"PAUSED";"Через 29 лет — она снова пошла с медицинской группой Doruk

Бывший депутат парламента Беннур Карабу 2026-04-09-afb383d077ef4a3003002d365985ad47";"APPLY_NOW";"bilinmiyor";"Через 29 лет — она снова пошла с медицинской группой Doruk Бывший депутат парламента Беннур Карабурун провела 29 лет в инвалидной коляске после того, как в молодом возрасте попала в автомобильную аварию. Но она никогда не теряла свою мечту — снова встать и пойти. Эта мечта стала реальностью в медицинской группе Doruk, благодаря научному подходу, профессиональной команде и индивидуально спланированной программе лечения. С помощью метода эпидуральной стимуляции, при котором электрические импульсы…";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"VİDEO A-RU - Kopya";"120241183408080080";"FTR - genel - lead - cold - Kırgızistan,Tacikistan- kombine2 - iOS hedefli - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"{{product.name}} 2026-04-09-f40a599cc9c4bfb2ae5d119491a4149b";"bilinmiyor";"bilinmiyor";"{{product.name}} 2026-04-09-f40a599cc9c4bfb2ae5d119491a4149b";"TR_veya_LATIN";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"1HI6ELERA - Kopya - Kopya";"120241183620800080";"FTR - genel - lead - cold - Kırgızistan,Tacikistan,Belarus,Gürcistan - kombine2 - Android hedefli - Kopya - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"Заполните форму! 2026-04-09-0da7570af6a45bc9ef8e8002af465ad2";"APPLY_NOW";"bilinmiyor";"Заполните форму для онлайн-консультации! 📍 Турция 🇹🇷 Начните путь к восстановлению. В клинике Doruk наша команда лечит инсульты, паралич, травмы спинного мозга и рассеянный склероз с помощью роботизированной терапии ходьбы и термальных вод. Каждая программа подбирается индивидуально после всесторонней неврологической и ортопедической оценки. | Заполните форму! | Заполните форму! 2026-04-09-0da7570af6a45bc9ef8e8002af465ad2";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"TV  3 - Kopya";"120241183620780080";"FTR - genel - lead - cold - Kırgızistan,Tacikistan,Belarus,Gürcistan - kombine2 - Android hedefli - Kopya - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"PAUSED";"Через 29 лет — она снова пошла с медицинской группой Doruk

Бывший депутат парламента Беннур Карабу 2026-04-09-b726da6583da208b57d56360a1778c6b";"APPLY_NOW";"bilinmiyor";"Через 29 лет — она снова пошла с медицинской группой Doruk Бывший депутат парламента Беннур Карабурун провела 29 лет в инвалидной коляске после того, как в молодом возрасте попала в автомобильную аварию. Но она никогда не теряла свою мечту — снова встать и пойти. Эта мечта стала реальностью в медицинской группе Doruk, благодаря научному подходу, профессиональной команде и индивидуально спланированной программе лечения. С помощью метода эпидуральной стимуляции, при котором электрические импульсы…";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"1RI6KOCYH-RU - Kopya";"120241183620840080";"FTR - genel - lead - cold - Kırgızistan,Tacikistan,Belarus,Gürcistan - kombine2 - Android hedefli - Kopya - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"{{product.name}} 2026-04-09-45e342d590b9824a004a52e5ae3b84ec";"bilinmiyor";"bilinmiyor";"{{product.name}} 2026-04-09-45e342d590b9824a004a52e5ae3b84ec";"TR_veya_LATIN";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"FTR temsilci lead 1 - Kopya";"120241183620830080";"FTR - genel - lead - cold - Kırgızistan,Tacikistan,Belarus,Gürcistan - kombine2 - Android hedefli - Kopya - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"🚶‍♂️ Каждый шаг — это надежда, опирающаяся на предыдущий.

На начальном этапе наш пациент мог перед 2026-04-09-affcaee60f72941d37fb696df47b3916";"APPLY_NOW";"bilinmiyor";"🚶‍♂️ Каждый шаг — это надежда, опирающаяся на предыдущий. На начальном этапе наш пациент мог передвигаться только с помощью ходьбы в роботизированной системе. Сегодня он уже делает шаги с минимальной физической поддержкой. Этот прогресс — наглядное доказательство того, как эффективна реабилитация с использованием передовых технологий, когда она проводится в надежных руках. В больнице Doruk Nilüfer, с помощью современных методов и оборудования мы помогаем пациентам уверенно возвращаться к движе…";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"2RI3KYH-RU - Kopya";"120241183620810080";"FTR - genel - lead - cold - Kırgızistan,Tacikistan,Belarus,Gürcistan - kombine2 - Android hedefli - Kopya - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"Заполните форму! 2026-04-09-4d0b94669ac1dc84dbdfaa45477fffc0";"APPLY_NOW";"bilinmiyor";"Заполните форму для онлайн-консультации! 📍 Турция 🇹🇷 Начните путь к восстановлению. В клинике Doruk наша команда лечит инсульты, паралич, травмы спинного мозга и рассеянный склероз с помощью роботизированной терапии ходьбы и термальных вод. Каждая программа подбирается индивидуально после всесторонней неврологической и ортопедической оценки. | Заполните форму! | Заполните форму! 2026-04-09-4d0b94669ac1dc84dbdfaa45477fffc0";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"FTR temsilci lead 2 - Kopya";"120241183620790080";"FTR - genel - lead - cold - Kırgızistan,Tacikistan,Belarus,Gürcistan - kombine2 - Android hedefli - Kopya - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"Нас часто спрашивают:

Как проходит сеанс физиотерапии в бассейне с термоминеральной водой?

Мы реш 2026-04-09-b0f2c7fe934cf12b797a7edfa51dc1d3";"APPLY_NOW";"bilinmiyor";"Нас часто спрашивают: Как проходит сеанс физиотерапии в бассейне с термоминеральной водой? Мы решили показать это на практике. В больнице Doruk Nilüfer в городе Бурса, в составе комплекса DoSpa, расположен термоминеральный бассейн, специально разработанный для поддержки пациентов в процессе реабилитации. 🌡️ Тёплая минеральная вода: – Снимает мышечные спазмы – Улучшает кровообращение – Обеспечивает более мягкие и безопасные движения 💧 Благодаря поддержке воды: – Легче сохранять равновесие – Сн…";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"TV 1 - Kopya";"120241183620820080";"FTR - genel - lead - cold - Kırgızistan,Tacikistan,Belarus,Gürcistan - kombine2 - Android hedefli - Kopya - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"PAUSED";"Через 29 лет — она снова пошла с медицинской группой Doruk

Бывший депутат парламента Беннур Карабу 2026-04-09-d9473d576484320fa3df0e0bf228fb10";"APPLY_NOW";"bilinmiyor";"Через 29 лет — она снова пошла с медицинской группой Doruk Бывший депутат парламента Беннур Карабурун провела 29 лет в инвалидной коляске после того, как в молодом возрасте попала в автомобильную аварию. Но она никогда не теряла свою мечту — снова встать и пойти. Эта мечта стала реальностью в медицинской группе Doruk, благодаря научному подходу, профессиональной команде и индивидуально спланированной программе лечения. С помощью метода эпидуральной стимуляции, при котором электрические импульсы…";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"VİDEO B-RU - Kopya";"120240027593280080";"FTR - genel - lead - cold -belarus,gürcistan - kombine2 - iOS hedefli";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"Заполните форму! 2026-04-09-5e99f95845d8f5af0e0d0bbea918dd71";"APPLY_NOW";"bilinmiyor";"Заполните форму для онлайн-консультации! 📍 Турция 🇹🇷 Начните путь к восстановлению. В клинике Doruk наша команда лечит инсульты, паралич, травмы спинного мозга и рассеянный склероз с помощью роботизированной терапии ходьбы и термальных вод. Каждая программа подбирается индивидуально после всесторонней неврологической и ортопедической оценки. | Заполните форму! | Заполните форму! 2026-04-09-5e99f95845d8f5af0e0d0bbea918dd71";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"TV 2 - Kopya";"120241183245460080";"FTR - genel - lead - cold - özbekistan - kombine2 - Android hedefli - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"PAUSED";"Через 29 лет — она снова пошла с медицинской группой Doruk

Бывший депутат парламента Беннур Карабу 2026-02-19-506b97af850dde2d109b0ed6506437b6";"APPLY_NOW";"bilinmiyor";"Через 29 лет — она снова пошла с медицинской группой Doruk Бывший депутат парламента Беннур Карабурун провела 29 лет в инвалидной коляске после того, как в молодом возрасте попала в автомобильную аварию. Но она никогда не теряла свою мечту — снова встать и пойти. Эта мечта стала реальностью в медицинской группе Doruk, благодаря научному подходу, профессиональной команде и индивидуально спланированной программе лечения. С помощью метода эпидуральной стимуляции, при котором электрические импульсы…";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"VİDEO B-RU - Kopya";"120241183620760080";"FTR - genel - lead - cold - Kırgızistan,Tacikistan,Belarus,Gürcistan - kombine2 - Android hedefli - Kopya - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"Заполните форму! 2026-04-09-3d524bdc4c1b802a8ccc97467beeeaf9";"APPLY_NOW";"bilinmiyor";"Заполните форму для онлайн-консультации! 📍 Турция 🇹🇷 Начните путь к восстановлению. В клинике Doruk наша команда лечит инсульты, паралич, травмы спинного мозга и рассеянный склероз с помощью роботизированной терапии ходьбы и термальных вод. Каждая программа подбирается индивидуально после всесторонней неврологической и ортопедической оценки. | Заполните форму! | Заполните форму! 2026-04-09-3d524bdc4c1b802a8ccc97467beeeaf9";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"2RI6EOCACH-RU - Kopya";"120241183620850080";"FTR - genel - lead - cold - Kırgızistan,Tacikistan,Belarus,Gürcistan - kombine2 - Android hedefli - Kopya - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"{{product.name}} 2026-04-09-7d5c163d9e64ee8dc7c5c927f23f5941";"bilinmiyor";"bilinmiyor";"{{product.name}} 2026-04-09-7d5c163d9e64ee8dc7c5c927f23f5941";"TR_veya_LATIN";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"VİDEO A-RU - Kopya";"120241183620750080";"FTR - genel - lead - cold - Kırgızistan,Tacikistan,Belarus,Gürcistan - kombine2 - Android hedefli - Kopya - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"{{product.name}} 2026-04-09-9ec789717d10c996a1ca7e1e367abe46";"bilinmiyor";"bilinmiyor";"{{product.name}} 2026-04-09-9ec789717d10c996a1ca7e1e367abe46";"TR_veya_LATIN";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"TV 1 - Kopya";"120241183245520080";"FTR - genel - lead - cold - özbekistan - kombine2 - Android hedefli - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"PAUSED";"Через 29 лет — она снова пошла с медицинской группой Doruk

Бывший депутат парламента Беннур Карабу 2026-02-19-53e8a8c90767df7589a64ec0236576a6";"APPLY_NOW";"bilinmiyor";"Через 29 лет — она снова пошла с медицинской группой Doruk Бывший депутат парламента Беннур Карабурун провела 29 лет в инвалидной коляске после того, как в молодом возрасте попала в автомобильную аварию. Но она никогда не теряла свою мечту — снова встать и пойти. Эта мечта стала реальностью в медицинской группе Doruk, благодаря научному подходу, профессиональной команде и индивидуально спланированной программе лечения. С помощью метода эпидуральной стимуляции, при котором электрические импульсы…";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"VİDEO B-RU - Kopya";"120241183245550080";"FTR - genel - lead - cold - özbekistan - kombine2 - Android hedefli - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"Заполните форму! 2026-04-09-3d524bdc4c1b802a8ccc97467beeeaf9";"APPLY_NOW";"bilinmiyor";"Заполните форму для онлайн-консультации! 📍 Турция 🇹🇷 Начните путь к восстановлению. В клинике Doruk наша команда лечит инсульты, паралич, травмы спинного мозга и рассеянный склероз с помощью роботизированной терапии ходьбы и термальных вод. Каждая программа подбирается индивидуально после всесторонней неврологической и ортопедической оценки. | Заполните форму! | Заполните форму! 2026-04-09-3d524bdc4c1b802a8ccc97467beeeaf9";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"VİDEO A-RU - Kopya";"120241183245530080";"FTR - genel - lead - cold - özbekistan - kombine2 - Android hedefli - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"{{product.name}} 2026-04-09-9ec789717d10c996a1ca7e1e367abe46";"bilinmiyor";"bilinmiyor";"{{product.name}} 2026-04-09-9ec789717d10c996a1ca7e1e367abe46";"TR_veya_LATIN";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"FTR temsilci lead 1 - Kopya";"120241183245480080";"FTR - genel - lead - cold - özbekistan - kombine2 - Android hedefli - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"🚶‍♂️ Каждый шаг — это надежда, опирающаяся на предыдущий.

На начальном этапе наш пациент мог перед 2026-02-19-3baec9d52f54c9a82fcc474a1a5ab57a";"APPLY_NOW";"bilinmiyor";"🚶‍♂️ Каждый шаг — это надежда, опирающаяся на предыдущий. На начальном этапе наш пациент мог передвигаться только с помощью ходьбы в роботизированной системе. Сегодня он уже делает шаги с минимальной физической поддержкой. Этот прогресс — наглядное доказательство того, как эффективна реабилитация с использованием передовых технологий, когда она проводится в надежных руках. В больнице Doruk Nilüfer, с помощью современных методов и оборудования мы помогаем пациентам уверенно возвращаться к движе…";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"TV  3 - Kopya";"120241183245490080";"FTR - genel - lead - cold - özbekistan - kombine2 - Android hedefli - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"PAUSED";"Через 29 лет — она снова пошла с медицинской группой Doruk

Бывший депутат парламента Беннур Карабу 2026-02-19-abe129230fb2fccc7c455d026967e693";"APPLY_NOW";"bilinmiyor";"Через 29 лет — она снова пошла с медицинской группой Doruk Бывший депутат парламента Беннур Карабурун провела 29 лет в инвалидной коляске после того, как в молодом возрасте попала в автомобильную аварию. Но она никогда не теряла свою мечту — снова встать и пойти. Эта мечта стала реальностью в медицинской группе Doruk, благодаря научному подходу, профессиональной команде и индивидуально спланированной программе лечения. С помощью метода эпидуральной стимуляции, при котором электрические импульсы…";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"2RI3KYH-RU - Kopya";"120241183245510080";"FTR - genel - lead - cold - özbekistan - kombine2 - Android hedefli - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"Заполните форму! 2026-02-19-8b99f8c0b757f7db738af7ebd79cc922";"APPLY_NOW";"bilinmiyor";"Заполните форму для онлайн-консультации! 📍 Турция 🇹🇷 Начните путь к восстановлению. В клинике Doruk наша команда лечит инсульты, паралич, травмы спинного мозга и рассеянный склероз с помощью роботизированной терапии ходьбы и термальных вод. Каждая программа подбирается индивидуально после всесторонней неврологической и ортопедической оценки. | Заполните форму! | Заполните форму! 2026-02-19-8b99f8c0b757f7db738af7ebd79cc922";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"2RI6EOCACH-RU - Kopya";"120241183245470080";"FTR - genel - lead - cold - özbekistan - kombine2 - Android hedefli - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"{{product.name}} 2026-04-09-7d5c163d9e64ee8dc7c5c927f23f5941";"bilinmiyor";"bilinmiyor";"{{product.name}} 2026-04-09-7d5c163d9e64ee8dc7c5c927f23f5941";"TR_veya_LATIN";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"1RI6KOCYH-RU - Kopya";"120241183245560080";"FTR - genel - lead - cold - özbekistan - kombine2 - Android hedefli - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"{{product.name}} 2026-02-26-7109de440b1fce3293dcdee26335d6f0";"bilinmiyor";"bilinmiyor";"{{product.name}} 2026-02-26-7109de440b1fce3293dcdee26335d6f0";"TR_veya_LATIN";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"1HI6ELERA - Kopya - Kopya";"120241183245450080";"FTR - genel - lead - cold - özbekistan - kombine2 - Android hedefli - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"Заполните форму! 2026-02-19-8a17984031c2cdcba081343eacb8eda5";"APPLY_NOW";"bilinmiyor";"Заполните форму для онлайн-консультации! 📍 Турция 🇹🇷 Начните путь к восстановлению. В клинике Doruk наша команда лечит инсульты, паралич, травмы спинного мозга и рассеянный склероз с помощью роботизированной терапии ходьбы и термальных вод. Каждая программа подбирается индивидуально после всесторонней неврологической и ортопедической оценки. | Заполните форму! | Заполните форму! 2026-02-19-8a17984031c2cdcba081343eacb8eda5";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"FTR temsilci lead 2 - Kopya";"120241183245500080";"FTR - genel - lead - cold - özbekistan - kombine2 - Android hedefli - Kopya";"Fizik Tedavi - Intensive FTR - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"ACTIVE";"Нас часто спрашивают:

Как проходит сеанс физиотерапии в бассейне с термоминеральной водой?

Мы реш 2026-02-19-c015fe5d8305e00d7ce82f57c64f7416";"APPLY_NOW";"bilinmiyor";"Нас часто спрашивают: Как проходит сеанс физиотерапии в бассейне с термоминеральной водой? Мы решили показать это на практике. В больнице Doruk Nilüfer в городе Бурса, в составе комплекса DoSpa, расположен термоминеральный бассейн, специально разработанный для поддержки пациентов в процессе реабилитации. 🌡️ Тёплая минеральная вода: – Снимает мышечные спазмы – Улучшает кровообращение – Обеспечивает более мягкие и безопасные движения 💧 Благодаря поддержке воды: – Легче сохранять равновесие – Сн…";"RU";"yaratici_adi_var";"";"canli_yaratici";""
"Doruk Hospital";"AMELİYAT Ömer Yalkın Rahim+Rektum AE.mp4";"120239966408330080";"Kanser Cerrahisi - Kırgısiztan,Tacikistan- genel";"Cerrahi Onkoloji - Kanser Cerrahisi - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"CAMPAIGN_PAUSED";"";"bilinmiyor";"bilinmiyor";"metin_alinamadi";"bilinmiyor";"belirsiz";"";"canli_yaratici_eksik";""
"Doruk Hospital";"AMELİYAT Ömer Yalkın Rahim+Rektum AE.mp4 - Kopya";"120239967337250080";"Kanser Cerrahisi -gürcistan,belarus - genel";"Cerrahi Onkoloji - Kanser Cerrahisi - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"CAMPAIGN_PAUSED";"";"bilinmiyor";"bilinmiyor";"metin_alinamadi";"bilinmiyor";"belirsiz";"";"canli_yaratici_eksik";""
"Doruk Hospital";"Ameliyat+MR Girişli.mp4";"120239906586910080";"Beyin tm cerrahisi - gürcistan,belarus - genel";"Cerrahi Onkoloji - Beyin Tm - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"CAMPAIGN_PAUSED";"";"bilinmiyor";"bilinmiyor";"metin_alinamadi";"bilinmiyor";"belirsiz";"";"canli_yaratici_eksik";""
"Doruk Hospital";"Hasta Girişli.mp4";"120239906586880080";"Beyin tm cerrahisi - gürcistan,belarus - genel";"Cerrahi Onkoloji - Beyin Tm - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"CAMPAIGN_PAUSED";"";"bilinmiyor";"bilinmiyor";"metin_alinamadi";"bilinmiyor";"belirsiz";"";"canli_yaratici_eksik";""
"Doruk Hospital";"Hasta Girişli.mp4";"120241180898240080";"Beyin tm cerrahisi - Kırgızistan,Tacikistan - genel - Kopya";"Cerrahi Onkoloji - Beyin Tm - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"CAMPAIGN_PAUSED";"";"bilinmiyor";"bilinmiyor";"metin_alinamadi";"bilinmiyor";"belirsiz";"";"canli_yaratici_eksik";""
"Doruk Hospital";"Ameliyat+MR Girişli.mp4";"120241180898230080";"Beyin tm cerrahisi - Kırgızistan,Tacikistan - genel - Kopya";"Cerrahi Onkoloji - Beyin Tm - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"CAMPAIGN_PAUSED";"";"bilinmiyor";"bilinmiyor";"metin_alinamadi";"bilinmiyor";"belirsiz";"";"canli_yaratici_eksik";""
"Doruk Hospital";"Ameliyat Girişli.mp4";"120239906586890080";"Beyin tm cerrahisi - gürcistan,belarus - genel";"Cerrahi Onkoloji - Beyin Tm - Türki Cumhuriyetler - Tümü - RU - Lechenie v Turtsii - lead";"CAMPAIGN_PAUSED";"";"bilinmiyor";"bilinmiyor";"metin_alinamadi";"bilinmiyor";"belirsiz";"";"canli_yaratici_eksik";""
